# avg_r,avg_g
81.23,77.68
81.54,65.18
83.66,81.32
91.73,81.15
77.14,91.60
97.58,69.19
84.84,70.28
70.28,74.37
98.78,80.57
78.33,65.86
83.39,77.27
86.42,75.97
80.31,85.23
74.27,74.06
90.37,68.66
76.79,74.16
81.61,79.56
73.82,78.70
81.89,59.75
84.83,83.81
86.86,72.58
80.06,77.15
84.27,86.10
79.25,82.36
82.24,66.48
79.40,96.08
80.42,91.11
84.38,72.03
88.89,51.30
85.99,72.05
65.86,90.45
88.50,62.95
79.26,81.43
85.62,73.78
71.30,72.53
80.54,74.79
76.26,70.45
73.56,73.96
78.63,83.37
93.34,69.98
79.09,67.97
91.93,76.73
87.89,81.23
85.83,81.50
76.63,88.71
104.28,74.22
91.71,61.71
84.77,78.99
81.53,91.77
76.72,61.46
81.11,82.92
74.87,81.57
81.51,58.72
86.44,81.49
79.95,85.16
90.41,78.48
73.41,108.16
78.28,86.45
81.66,66.73
69.23,80.52
73.89,84.98
85.83,82.71
75.43,61.73
67.84,85.05
87.59,78.03
65.44,71.61
75.57,79.00
72.98,83.60
70.18,76.14
72.50,73.98
77.56,86.21
85.98,79.41
70.72,82.84
77.77,66.69
69.89,79.12
92.59,70.81
77.89,92.07
77.77,79.45
77.21,73.37
84.35,79.31
74.24,82.37
86.12,77.16
79.18,71.23
81.24,71.88
83.84,81.41
91.60,66.41
70.71,87.41
86.18,71.19
86.86,80.54
65.04,87.26
72.57,82.41
71.15,80.32
77.17,73.70
76.37,89.40
74.63,80.48
83.64,81.24
80.74,73.68
72.94,72.76
87.99,63.99
93.56,80.83
79.36,64.90
83.75,83.44
84.66,80.03
82.34,76.51
80.71,79.65
75.52,63.10
82.90,60.60
84.49,63.09
77.70,66.65
70.45,72.44
72.71,70.39
69.37,71.19
71.50,63.57
60.86,81.76
90.23,81.95
82.23,81.20
75.75,76.85
81.60,71.10
61.82,60.78
79.00,75.75
68.12,79.61
65.03,64.88
86.45,73.05
88.58,73.17
82.18,62.04
80.42,69.70
82.88,77.62
77.19,90.49
70.37,73.17
85.32,71.38
83.97,77.97
90.46,62.12
80.00,63.10
71.50,76.29
97.58,72.61
81.62,72.98
64.35,76.43
82.04,63.64
79.23,78.25
83.97,95.55
78.57,87.95
64.60,79.19
98.31,67.49
77.12,69.66
76.45,77.12
86.25,75.34
69.87,88.22
85.87,68.98
90.81,66.87
72.47,71.42
90.68,65.33
83.08,86.68
84.41,66.44
82.94,80.45
84.31,86.26
87.47,66.50
85.50,76.76
68.14,70.92
76.19,61.87
76.57,74.14
74.44,49.33
86.55,65.70
84.43,76.32
83.48,76.98
75.75,79.48
81.37,65.78
74.38,74.33
79.53,67.21
90.21,66.40
80.47,64.09
83.14,77.76
73.51,71.69
76.47,78.02
73.44,78.54
82.58,62.20
83.32,73.85
67.12,76.68
76.64,75.71
73.27,72.18
100.38,78.60
88.50,76.27
83.37,79.45
79.64,81.33
82.21,57.86
69.05,82.82
101.64,74.23
83.38,80.19
83.14,78.18
74.41,79.94
75.83,85.88
90.04,82.15
67.61,75.14
76.37,85.69
92.68,72.01
74.04,71.51
68.51,80.85
70.87,71.24
87.14,75.85
74.91,82.07
70.85,84.37
77.98,74.58
80.69,85.43
73.18,70.20
71.96,72.97
80.80,88.11
91.88,81.28
63.42,73.59
77.59,54.91
76.70,100.35
89.74,78.89
73.96,72.54
74.51,69.58
89.27,55.96
84.43,69.64
79.88,78.10
85.97,65.36
80.38,79.65
85.44,76.08
87.54,72.96
82.32,72.65
91.40,76.68
66.57,78.43
71.86,68.46
82.40,84.30
70.90,69.39
78.56,81.80
75.17,70.84
76.58,76.48
70.39,66.11
70.69,69.53
85.10,75.27
65.82,70.18
73.98,76.79
71.92,78.91
94.14,88.38
108.75,81.71
75.92,76.48
77.61,83.94
94.44,83.44
78.89,67.67
93.35,70.89
87.53,78.92
83.47,59.63
55.79,65.68
81.48,89.26
76.06,87.05
62.35,80.22
80.03,71.42
81.88,81.79
86.56,74.55
76.40,71.55
69.09,85.28
89.55,83.64
79.12,95.10
76.70,87.47
74.28,71.02
90.89,65.31
81.24,72.32
79.75,86.87
76.23,60.84
67.34,74.92
74.43,84.91
73.27,73.25
80.50,88.38
74.52,81.49
82.91,84.87
75.31,81.74
92.27,71.58
90.62,61.48
85.32,60.77
67.62,74.03
77.10,73.61
74.16,76.29
83.44,62.76
64.90,72.12
85.20,75.17
74.91,87.47
80.70,75.45
91.22,75.19
85.37,71.02
68.60,79.92
78.91,86.09
68.20,83.87
74.92,84.19
73.07,86.97
66.85,68.15
84.80,63.28
92.19,90.18
78.34,77.59
60.25,75.85
74.56,65.33
83.66,68.18
94.43,73.58
80.09,78.04
86.81,70.11
78.39,71.12
68.21,60.51
73.18,66.71
91.16,68.52
83.57,68.09
84.91,68.79
63.97,49.67
76.62,79.45
81.10,65.26
75.69,81.17
95.50,66.91
83.72,71.64
86.62,63.47
75.11,73.89
85.27,85.30
76.57,78.13
80.90,78.36
76.87,52.75
79.09,66.31
70.81,75.49
96.85,76.93
92.89,87.01
90.24,72.43
69.67,78.61
67.16,79.79
64.07,69.21
66.09,78.00
82.90,86.26
65.87,63.01
71.72,80.85
87.33,71.68
84.02,65.87
81.53,77.74
75.31,85.22
80.21,57.58
87.87,78.07
80.18,69.43
67.66,65.38
73.85,100.64
91.62,89.82
74.15,67.45
82.36,68.47
94.37,79.72
81.43,53.46
80.67,93.28
87.24,78.95
79.22,73.04
89.41,76.52
83.64,67.34
82.36,76.44
78.69,84.32
73.09,70.29
79.63,83.71
73.84,67.81
67.50,80.49
82.09,71.06
73.81,76.19
80.27,74.69
78.24,65.58
96.55,65.47
92.44,82.37
66.15,82.71
80.65,76.94
66.18,95.19
80.62,69.05
83.12,80.66
83.06,80.30
90.89,63.66
79.55,77.00
83.09,67.64
62.14,99.03
90.80,75.71
75.49,69.54
72.23,82.79
71.87,61.10
93.39,68.87
82.15,86.78
78.11,78.90
78.31,61.62
79.32,93.71
75.36,62.84
85.30,75.17
97.87,81.13
51.31,69.34
71.65,87.67
84.95,79.74
96.73,92.33
72.61,65.71
93.71,72.53
71.00,72.38
74.47,81.01
75.30,63.15
90.65,75.67
73.56,80.38
74.31,79.94
75.01,77.93
95.25,55.63
88.79,75.60
77.99,82.53
85.10,77.86
78.10,77.49
66.36,79.70
90.63,73.68
88.61,66.45
85.87,79.35
73.82,66.36
80.47,59.88
77.08,79.13
102.61,89.19
79.66,70.07
67.46,83.07
85.28,76.10
72.69,69.86
76.23,83.51
84.85,86.53
78.67,64.30
86.47,57.84
87.69,83.22
98.62,72.66
75.45,64.46
92.02,90.78
86.53,63.80
65.32,69.47
72.05,63.23
67.53,81.92
66.35,70.90
68.08,60.62
98.82,75.15
65.97,80.63
90.95,70.87
84.70,65.84
73.96,78.67
71.08,83.12
93.18,71.65
74.02,80.08
101.10,71.82
85.18,64.28
105.22,64.06
81.26,75.60
79.20,99.57
80.80,73.76
89.85,69.69
84.77,76.87
68.01,50.63
62.19,77.68
74.78,79.79
84.76,81.60
75.85,79.18
79.44,75.05
80.73,82.44
82.92,70.72
64.98,92.28
79.27,74.96
86.95,88.02
84.28,70.90
96.44,71.15
93.16,63.35
98.44,67.77
87.64,73.37
75.28,81.93
75.14,72.53
77.39,63.46
71.59,73.39
80.50,70.74
84.77,73.65
93.20,78.80
67.05,73.61
70.73,81.43
94.72,75.27
88.68,61.05
82.57,75.77
75.25,70.63
88.38,71.14
78.62,75.54
68.75,87.66
89.59,88.59
84.40,74.35
73.41,88.30
89.02,78.43
93.56,65.86
72.92,75.91
63.84,76.59
73.96,76.52
93.10,83.10
62.77,73.74
96.83,66.20
76.38,72.57
76.53,86.71
77.06,66.75
93.03,78.61
83.18,81.97
73.10,72.67
98.59,83.38
95.70,77.89
66.27,64.88
75.14,76.79
73.32,80.37
86.72,79.09
60.17,60.93
85.07,74.43
85.52,73.06
74.23,79.78
80.71,81.16
90.43,83.20
69.36,73.19
77.07,58.18
93.01,70.14
74.18,71.96
84.54,87.86
88.27,68.97
81.20,85.11
73.66,91.75
77.29,89.38
93.74,74.31
89.71,63.90
82.08,74.53
77.76,82.34
73.39,75.21
63.86,71.66
80.72,58.52
80.64,72.02
81.00,76.16
71.95,60.98
64.32,65.20
69.03,71.37
88.76,82.36
58.38,78.87
65.63,56.07
87.16,75.88
75.03,72.69
70.25,84.16
69.06,87.66
76.34,73.70
77.65,74.21
87.42,64.41
81.33,55.12
84.41,65.98
73.25,62.64
72.04,73.41
72.73,72.58
95.07,73.62
66.79,69.55
88.79,68.63
86.05,70.36
67.30,75.90
72.65,71.95
83.43,82.22
82.64,62.49
73.37,56.89
87.82,81.09
66.96,73.33
70.39,72.95
69.19,83.02
77.76,88.43
66.91,85.37
79.99,66.69
78.97,77.94
79.68,75.51
78.35,83.93
81.85,83.18
79.78,73.94
89.89,79.20
85.23,68.84
78.37,78.84
87.00,88.32
72.36,68.32
87.82,83.40
94.64,92.06
86.38,61.44
80.85,78.91
77.79,81.81
89.75,63.96
83.59,66.69
68.09,85.47
71.70,74.03
81.00,85.51
78.38,89.79
85.55,51.59
81.90,61.78
83.92,85.59
76.15,81.07
94.44,78.44
74.85,86.26
62.28,64.38
68.01,71.02
84.93,69.21
76.55,75.23
71.88,74.30
77.05,79.38
95.92,64.27
86.37,94.79
85.37,79.06
72.74,73.37
80.57,79.31
79.96,93.25
88.98,70.50
80.88,73.32
74.15,73.83
73.21,73.05
82.65,73.15
69.31,67.12
85.52,83.89
81.63,79.76
76.37,75.44
83.27,86.47
99.11,75.55
74.71,62.51
73.36,64.82
84.14,72.40
84.74,70.32
89.91,71.39
81.41,76.39
81.39,68.54
83.86,56.31
84.72,77.38
75.20,73.92
84.09,88.05
82.05,66.43
46.79,79.80
74.31,78.74
74.86,73.93
78.33,100.06
83.66,85.41
85.45,92.65
71.61,71.25
72.14,65.30
83.74,88.36
80.52,80.55
85.94,70.18
86.32,84.97
86.42,83.59
68.41,75.59
80.44,74.06
87.37,87.03
75.64,81.17
69.80,66.95
73.64,75.13
51.74,83.26
86.52,91.64
82.72,84.30
63.66,60.80
75.23,97.15
87.54,76.81
86.62,74.99
73.03,70.30
73.94,78.94
101.72,76.63
77.70,74.01
73.25,86.06
84.38,59.82
89.14,79.61
84.08,74.99
80.84,62.45
71.72,83.98
64.45,79.23
82.80,77.82
83.35,78.88
70.71,73.80
86.86,77.22
66.52,91.49
81.19,69.64
104.08,80.58
109.54,61.41
92.91,61.22
83.92,72.19
66.12,72.56
85.76,60.34
82.31,64.04
82.18,84.80
85.77,70.22
90.03,70.56
93.71,65.35
95.28,83.61
82.42,95.31
77.09,86.39
71.77,68.41
62.18,68.24
86.97,73.53
87.33,61.37
84.48,68.46
81.14,69.43
70.91,75.23
88.93,77.62
92.30,84.03
81.02,86.61
77.12,66.30
78.87,75.50
70.04,88.36
79.73,70.39
82.71,74.53
86.63,76.62
72.60,63.30
91.97,68.34
76.71,90.86
89.42,81.22
79.95,84.56
71.72,55.73
71.38,77.25
73.07,78.83
92.01,91.18
83.26,78.06
85.20,94.31
76.79,85.72
75.84,71.03
75.05,61.12
76.00,71.77
75.01,68.69
89.13,64.81
80.89,69.84
79.42,75.91
90.57,65.90
87.59,83.91
84.77,82.94
80.17,90.30
78.52,72.63
78.01,67.34
76.41,79.53
82.54,84.62
60.21,82.12
77.27,66.91
85.20,70.21
69.87,76.42
70.41,78.08
95.95,70.20
60.53,94.56
89.47,77.96
82.31,70.50
76.04,84.50
79.61,62.75
82.09,58.78
85.16,85.22
87.72,77.18
79.44,62.04
78.56,63.43
81.73,67.38
67.55,65.39
68.81,91.78
79.13,67.23
82.68,83.13
83.68,62.25
77.26,66.74
91.56,71.56
66.00,80.89
76.65,69.38
77.93,85.48
74.85,82.14
71.29,85.86
84.93,67.87
87.31,86.41
81.81,58.43
75.65,82.18
80.97,62.40
81.05,77.99
81.30,63.63
71.88,81.95
76.73,69.49
94.45,73.20
68.57,67.25
79.70,80.82
72.34,85.15
83.76,76.22
63.08,66.68
86.96,83.68
74.24,80.80
88.54,74.82
57.65,70.75
100.59,92.83
76.62,78.57
77.77,78.07
76.01,80.83
80.99,80.00
89.10,67.51
87.73,55.31
69.78,79.93
91.86,78.22
88.84,65.84
74.05,66.59
86.74,70.30
66.41,81.41
90.83,74.15
82.53,77.56
93.20,91.54
78.05,78.98
89.78,66.86
75.08,75.41
87.19,90.19
91.91,73.97
75.93,78.45
81.75,79.14
75.72,66.90
99.19,62.66
84.95,84.63
84.93,75.44
91.37,65.71
75.76,70.90
86.92,92.13
87.15,62.85
79.02,69.39
85.62,84.24
59.56,76.96
90.07,81.37
89.70,65.09
79.86,75.39
79.23,79.57
84.44,57.11
88.40,74.21
81.12,77.66
71.03,76.37
71.49,85.67
91.31,71.70
91.03,61.96
75.14,71.19
89.67,66.46
83.45,64.49
78.26,64.86
75.13,71.12
79.06,71.39
74.04,90.26
83.70,67.19
85.50,84.47
75.77,73.37
96.98,74.84
82.62,81.83
91.31,76.69
69.54,70.56
69.93,64.73
92.48,66.98
71.77,76.87
80.34,80.95
79.65,83.22
81.84,74.64
69.81,66.63
66.73,83.00
78.97,67.07
79.75,74.49
77.57,83.16
78.15,71.97
74.99,79.36
71.95,82.52
83.28,84.94
80.10,69.99
94.95,76.68
82.73,78.76
84.28,67.08
78.28,88.21
79.62,72.78
88.77,74.04
76.26,82.31
82.13,82.42
77.00,75.98
77.43,76.53
102.91,69.00
89.35,87.41
82.55,79.63
86.53,80.45
69.32,71.50
91.04,72.53
80.53,66.43
82.35,77.85
71.04,87.26
67.27,67.22
93.53,69.64
83.82,70.84
88.04,76.50
73.14,83.43
78.54,80.01
69.01,71.41
82.21,81.89
84.93,87.36
88.35,93.75
75.47,78.61
75.18,84.17
92.32,74.78
80.07,84.72
80.25,90.87
98.32,85.80
70.64,86.87
99.86,69.47
76.84,73.65
66.26,65.73
76.63,79.50
81.69,55.34
87.03,59.46
78.14,69.62
83.52,85.72
67.79,70.83
74.90,70.30
89.26,72.77
100.17,58.64
75.50,74.60
82.45,70.51
81.05,68.86
79.63,70.00
64.07,75.06
84.08,67.24
82.78,79.36
74.39,82.35
83.96,87.21
74.40,76.97
79.36,60.30
71.12,81.10
93.25,65.86
77.47,73.74
87.87,68.34
81.28,86.80
64.87,66.71
79.54,77.95
70.11,85.02
88.10,77.01
79.79,102.69
69.83,83.99
77.33,57.46
78.78,78.19
89.25,84.19
69.93,57.48
92.81,78.82
77.33,66.51
91.21,74.51
82.95,69.02
89.48,75.15
62.07,72.82
75.10,77.04
67.69,78.13
77.52,80.06
72.24,83.33
75.25,71.78
77.56,68.10
74.94,74.13
94.95,80.98
74.62,79.40
77.28,77.23
84.64,86.99
89.51,90.98
72.24,100.94
83.05,82.16
68.99,75.48
87.71,84.19
88.21,72.07
88.05,80.23
72.62,71.54
73.17,73.82
91.29,65.43
66.27,64.10
96.63,77.13
76.15,64.23
96.74,63.10
63.52,68.84
68.05,70.48
74.08,62.22
82.94,63.62
80.19,78.93
73.66,84.79
93.72,81.18
84.68,69.65
86.30,77.63
87.37,73.26
69.38,82.53
78.54,70.18
76.84,68.10
79.85,74.14
64.92,72.58
80.29,65.02
80.18,80.46
71.62,68.91
65.71,73.74
70.26,65.15
90.53,79.43
80.35,75.22
85.00,70.56
88.56,78.98
61.55,90.31
80.66,74.92
95.87,66.58
66.33,78.65
83.20,62.52
68.24,75.63
65.21,70.45
79.96,63.56
97.79,75.02
77.35,79.39
72.74,88.83
79.87,86.93
73.70,81.32
76.74,87.66
84.71,80.42
77.29,90.12
94.11,69.54
80.04,82.45
76.33,72.35
79.88,69.04
83.19,73.00
84.64,88.94
70.12,87.83
73.97,72.09
85.30,77.95
82.51,77.80
75.97,75.21
91.95,83.89
78.50,73.11
74.78,88.11
78.70,69.83
80.83,69.61
77.07,71.76
81.56,93.07
85.58,71.67
87.36,83.07
69.64,96.31
76.33,65.28
71.85,79.75
102.21,94.57
82.09,84.54
72.98,63.92
95.76,69.36
82.47,81.95
73.04,88.74
81.99,80.56
97.47,64.72
92.17,88.50
79.53,81.58
83.39,96.85
76.52,86.19
89.39,76.45
69.69,67.96
73.92,91.06
71.85,90.35
91.47,72.90
61.89,70.65
75.04,75.37
85.44,84.35
89.44,78.99
86.29,75.19
92.09,82.45
81.25,83.84
81.06,87.77
76.20,72.03
77.54,63.09
83.21,68.92
80.63,79.07
81.21,72.34
70.38,77.23
80.78,63.82
66.71,60.92
81.63,66.12
88.33,84.26
76.38,77.07
74.24,78.68
83.25,65.96
83.22,61.26
96.81,76.21
74.45,82.01
84.05,75.66
85.26,72.39
78.54,78.22
73.68,66.59
83.07,83.22
73.33,71.75
69.34,70.91
75.14,83.34
86.09,76.28
74.99,78.83
83.54,86.40
93.08,59.57
74.01,79.51
78.47,67.32
88.06,89.63
83.70,54.62
79.58,73.74
89.58,89.83
78.52,69.57
60.39,73.95
81.44,76.75
89.80,66.29
82.71,88.14
75.88,93.79
87.84,72.96
94.77,81.73
61.73,85.45
100.21,75.55
73.99,67.18
78.69,73.15
84.37,83.64
60.45,67.51
77.81,74.78
80.66,65.23
75.13,75.93
68.68,68.77
83.95,80.37
82.17,67.17
72.36,85.09
87.41,66.10
90.71,80.54
72.44,74.96
76.82,82.71
79.44,76.13
73.55,77.74
90.18,55.86
81.46,94.73
95.85,79.62
93.53,73.24
71.83,74.71
86.29,75.89
99.61,71.64
65.88,68.21
91.73,82.32
90.27,66.53
76.73,75.81
86.13,81.12
79.11,64.67
76.56,78.50
72.41,70.13
64.04,80.13
80.07,76.28
78.89,62.46
84.73,65.75
91.52,90.56
76.86,75.73
76.19,81.97
78.41,78.71
81.61,84.69
71.03,64.48
71.14,68.32
71.52,78.96
91.55,77.94
77.28,81.14
73.10,69.86
78.60,86.29
70.57,64.19
87.30,69.13
85.11,73.64
81.28,85.94
72.03,66.31
70.10,66.88
63.71,78.69
83.57,82.60
83.53,64.70
99.54,74.71
76.12,65.93
84.71,72.54
65.27,67.19
93.72,81.93
89.37,67.67
90.17,80.43
76.95,74.66
62.39,64.87
69.37,83.11
69.65,87.31
73.33,79.64
65.18,82.99
54.77,63.89
84.60,75.31
83.41,91.66
78.78,70.77
71.91,83.75
68.37,79.94
66.11,75.24
81.97,81.19
81.51,78.89
75.99,64.78
78.33,68.18
76.77,75.82
89.46,81.19
90.84,66.65
72.46,63.85
69.79,87.22
79.74,85.40
80.65,71.92
84.44,84.58
77.49,76.52
70.31,72.91
72.35,83.11
99.07,74.59
75.68,80.16
73.50,65.06
80.17,58.28
80.40,66.52
71.42,65.34
87.45,80.88
76.01,69.48
74.69,92.90
75.76,91.01
83.84,69.17
65.17,77.72
66.98,71.74
89.45,66.85
83.00,91.37
77.59,92.99
81.92,83.21
89.41,81.70
67.45,70.11
94.40,80.52
67.47,72.50
81.23,65.36
79.36,87.86
67.02,71.53
73.80,75.87
81.90,69.05
80.34,88.00
62.50,70.28
87.18,69.86
84.00,62.63
76.95,80.78
84.36,87.56
79.31,80.93
90.40,79.85
90.77,73.04
80.47,81.53
78.48,87.54
66.92,84.27
93.92,80.17
74.42,71.94
74.49,76.58
81.72,61.18
79.41,84.04
71.09,66.92
96.58,77.15
86.25,85.68
85.50,76.37
77.78,67.97
81.61,54.80
88.88,54.48
90.33,80.75
82.24,67.78
73.92,76.30
79.93,71.49
79.04,70.20
76.91,58.80
82.51,71.15
73.01,84.38
79.08,67.62
72.36,83.50
75.20,66.67
88.26,64.90
93.54,58.31
78.46,79.08
75.61,71.86
56.38,81.61
73.24,76.20
75.17,63.38
76.83,78.32
76.06,94.93
75.83,73.00
85.33,74.94
55.53,70.44
71.36,86.96
83.26,80.50
73.46,76.97
83.69,62.83
67.85,93.54
76.52,59.46
83.12,71.07
78.14,73.40
60.67,77.41
96.87,78.92
85.39,69.51
80.65,98.42
78.63,78.38
88.86,79.48
81.61,62.88
83.84,59.25
84.23,78.67
85.04,89.41
82.18,61.26
73.34,75.28
74.95,72.03
96.98,68.13
64.71,87.53
75.21,79.74
88.71,81.34
83.68,79.80
67.38,73.52
65.06,88.87
92.89,80.39
70.59,78.65
77.71,78.72
70.06,77.05
80.10,92.67
84.39,84.63
65.70,69.35
95.54,80.21
82.06,69.89
68.33,77.43
78.86,63.76
84.34,82.05
84.77,69.12
80.23,63.46
68.03,78.73
71.02,75.07
83.03,70.22
82.31,73.89
85.02,68.97
82.19,69.44
84.26,81.99
77.55,62.53
75.25,68.81
76.19,78.30
89.22,59.25
71.58,64.61
90.21,82.50
80.25,80.53
60.57,74.94
69.34,70.25
76.18,67.17
77.40,75.79
87.16,83.69
72.01,68.56
77.18,69.46
78.01,67.61
66.35,86.84
78.02,70.30
77.09,69.41
63.24,71.65
86.77,84.77
79.46,76.75
71.82,72.77
75.28,80.50
94.25,61.12
73.31,64.61
82.16,70.87
94.34,63.58
86.33,69.07
78.37,78.43
72.47,79.99
77.74,58.52
69.52,74.58
77.66,70.52
89.85,85.86
74.54,73.13
70.44,66.90
73.62,71.55
68.44,70.17
82.36,74.03
89.58,71.50
75.32,63.80
70.49,95.16
85.19,84.95
72.20,65.91
72.83,63.33
65.36,70.34
82.23,73.23
82.14,74.95
77.40,83.72
78.93,62.13
95.65,92.24
83.41,72.77
75.30,82.92
63.58,67.88
80.28,67.22
79.52,69.41
85.09,82.30
77.13,71.17
75.30,81.42
78.98,76.69
69.00,76.61
78.17,77.43
76.93,71.84
69.56,79.96
78.36,64.12
75.86,77.61
93.34,78.54
87.14,82.92
89.12,75.50
73.38,61.09
70.61,75.58
82.74,76.02
76.74,79.77
64.73,81.82
74.51,70.19
96.47,78.69
68.74,67.07
74.57,80.45
59.93,99.87
94.93,71.11
77.36,73.63
79.71,64.95
71.32,95.78
72.18,71.68
62.40,67.34
80.43,69.62
85.07,67.01
73.22,76.73
84.27,48.86
87.71,73.92
94.17,66.05
82.57,73.93
91.19,64.43
67.48,64.47
83.40,84.18
85.25,88.65
76.96,74.98
81.85,88.65
80.94,84.78
79.81,86.87
80.61,68.13
76.31,75.60
75.64,75.02
69.99,67.88
80.29,91.91
76.65,85.38
88.93,82.21
88.69,88.30
80.86,70.75
78.41,65.77
81.80,77.39
98.83,72.83
74.48,81.72
92.61,78.46
91.78,86.19
75.44,79.38
72.22,78.74
72.90,77.18
80.82,83.75
97.79,80.50
72.32,91.26
66.80,89.17
82.42,56.99
84.94,73.37
58.65,65.73
74.52,72.06
73.10,66.52
69.77,84.97
84.13,80.59
73.99,79.17
85.91,73.09
85.54,81.44
87.65,70.44
66.82,75.26
78.45,71.22
68.24,84.19
78.21,77.74
96.17,72.91
73.87,78.60
86.07,74.29
76.82,60.17
75.81,77.10
73.08,59.33
84.29,89.71
80.79,72.36
57.62,83.22
83.74,65.80
79.41,78.84
83.05,64.38
85.29,84.32
80.42,97.06
77.69,66.27
95.40,73.68
82.88,51.56
95.03,80.24
81.60,82.20
76.51,75.73
101.04,84.18
75.88,74.83
64.47,80.61
70.92,61.70
75.34,63.87
83.57,86.87
74.38,71.24
87.10,85.39
73.39,80.14
64.98,70.52
73.89,69.29
90.70,81.92
103.51,78.15
83.84,68.18
85.18,69.27
80.72,70.40
65.44,81.40
72.21,69.01
80.20,73.56
77.96,61.21
77.70,80.08
71.09,70.98
75.57,63.77
80.34,81.81
83.49,83.58
88.72,81.15
89.96,82.92
83.84,78.88
79.41,72.20
79.57,61.96
81.19,83.39
72.80,68.76
78.63,73.66
104.62,93.84
76.75,93.36
92.20,89.16
71.66,59.51
79.11,56.48
71.88,74.39
87.26,76.18
77.19,66.84
86.32,72.12
96.01,87.68
83.51,77.08
80.64,81.14
83.02,78.38
80.38,69.18
78.81,73.17
79.80,81.57
87.01,64.96
81.58,76.96
75.76,96.03
84.06,76.46
67.74,87.25
82.63,70.40
75.76,72.45
80.52,65.98
89.06,77.76
78.43,78.70
62.83,68.52
83.26,76.35
87.64,72.40
82.30,70.32
63.34,96.87
76.75,78.72
86.14,85.80
66.01,84.18
81.45,69.11
90.34,82.03
65.92,87.96
87.80,82.60
89.36,57.39
92.35,79.32
77.03,73.75
74.76,54.43
86.49,79.99
67.79,86.95
87.95,80.76
83.27,81.75
82.25,81.88
92.70,74.25
82.79,85.23
75.24,86.04
71.93,77.78
72.28,63.24
67.66,90.13
85.86,82.47
84.81,72.83
98.99,84.01
93.33,71.76
75.02,81.90
97.14,81.25
72.44,86.76
83.29,77.51
83.43,87.62
82.12,86.88
78.54,81.54
77.09,83.32
69.53,60.82
85.01,73.73
81.84,76.11
90.53,82.85
76.75,67.19
75.01,78.55
95.76,81.02
89.73,80.02
71.52,65.89
81.92,77.90
80.36,77.61
87.40,65.83
70.78,74.20
83.66,86.91
75.70,76.01
83.35,86.59
71.13,65.98
69.79,81.30
81.32,56.91
56.54,80.21
87.31,74.76
77.20,75.46
98.05,59.68
73.98,87.81
87.62,73.23
65.04,86.01
75.06,63.20
90.42,61.78
65.39,67.67
66.92,76.61
75.48,64.84
82.70,83.29
81.53,60.22
87.39,73.24
77.79,69.78
67.98,76.66
69.26,67.15
79.52,72.66
86.92,83.09
68.80,66.18
72.78,66.68
74.93,67.58
87.05,69.92
92.09,79.81
80.96,59.39
78.40,85.39
93.76,69.65
75.05,71.98
69.23,74.84
95.53,82.67
62.60,82.46
82.17,74.23
70.87,89.30
69.79,73.48
69.44,81.87
101.26,77.91
86.16,85.17
86.22,69.76
76.26,66.56
82.84,65.87
61.32,67.59
88.21,81.53
74.55,88.73
87.82,83.68
64.05,74.96
93.09,64.12
76.20,69.53
66.18,68.81
94.76,65.62
66.48,90.20
84.28,61.86
81.97,71.11
68.49,74.41
77.22,62.43
64.64,57.87
68.81,78.76
99.99,73.96
85.90,75.32
60.99,78.08
92.70,76.88
100.40,79.45
79.35,83.32
84.64,83.18
68.49,77.24
89.94,60.31
94.31,51.53
90.09,82.28
82.73,61.32
69.53,82.84
70.14,81.04
77.12,79.64
78.56,73.89
75.98,66.28
92.93,75.00
89.46,78.83
88.70,66.58
63.21,89.34
76.34,81.89
89.08,60.67
90.99,74.59
90.55,77.41
71.07,75.15
71.44,54.99
80.60,66.26
64.55,81.54
66.55,87.72
87.41,74.26
78.04,60.83
81.32,66.49
65.69,64.34
73.70,75.14
91.05,72.66
66.95,50.64
86.42,83.73
68.41,75.77
88.64,87.46
80.06,78.13
95.56,67.25
85.05,71.76
84.55,82.86
65.37,84.67
89.08,77.89
83.99,86.86
92.82,91.79
80.83,83.73
77.96,73.97
72.12,73.03
89.98,87.14
73.05,86.14
84.23,68.08
72.53,78.99
82.80,77.10
73.50,64.28
82.39,82.41
87.45,73.45
72.09,83.38
90.21,62.65
84.31,73.90
87.66,76.33
98.42,83.13
75.69,74.33
91.59,69.78
77.59,88.11
86.99,80.12
74.37,80.73
79.50,68.60
75.61,74.48
92.33,84.90
87.42,69.02
71.45,59.94
84.19,78.55
74.36,77.49
62.02,78.95
93.92,78.41
79.20,66.52
96.88,72.58
70.34,66.60
77.20,78.68
95.95,74.49
60.51,68.91
86.69,76.74
60.17,78.84
85.79,70.97
81.97,81.29
87.34,72.45
90.64,83.70
58.80,75.21
75.74,77.73
89.85,73.04
74.82,77.11
93.86,71.17
84.72,76.03
76.86,75.23
86.18,70.86
67.31,78.91
83.32,66.12
73.90,72.87
85.44,77.12
76.05,66.35
87.32,83.28
80.94,72.14
81.96,66.91
80.49,81.47
95.97,65.46
71.26,92.07
76.33,78.36
71.62,70.46
68.60,78.08
63.96,74.41
89.03,68.66
86.23,83.65
91.47,90.84
87.66,84.52
89.43,83.61
70.95,68.82
64.78,87.85
76.95,75.84
76.00,69.30
70.32,60.87
78.27,73.85
68.58,62.26
69.74,59.59
76.74,84.21
73.78,72.18
81.33,64.58
97.02,63.51
